name,id,latitude,longitude,zipcode,rating
Kennan Ash,s8q8_Z57GBxj7-g3EhMVSQ,40.75946,-73.96385,10022,4.0
Velsor Realty,9q2_fksenOMOKMBqmdibXA,40.6274942,-74.0292304,11209,2.5
The Montenegro of Astoria,yex7am6fXWt6-nDytuHRXA,40.7686501,-73.9291763,11102,2.0
Better Living Properties,d75xooq2V61HJv6_ZQGSlw,40.72232,-73.99199,10002,2.0
Port Liberte,SRZPiw48AXeThItwvypFpA,40.6998402625322,-74.0787365287542,07305,2.0
Station at Lyndhurst,3ZqZ6yeqhA-aT8eY2zH7GQ,40.799201965332,-74.0954208374023,07071,3.0
Strictly Cleaning Restoration,TARfcBj3UXHy-pwsDzMURA,40.66072,-73.99117,11215,5.0
Avalon Great Neck,Mn1pv5OJs887dQw8nbvk0g,40.79679936668009,-73.71215564948298,11023,3.0
Beaux Arts Rental Ofc,64lMXUrKEwHJzAGXNGr4zQ,40.7509880065918,-73.970329284668,10017,1.0
Wall The Partition-Temporary Wall NYC-Pressurized Wall NYC,LEisZUXdEfNSFZIO0ZAiDw,40.73675,-73.89923,11377,5.0
88 Greenwich,mfQFcY57dL8KxpPfncfwrA,40.70778,-74.01381,10006,3.0
apartmentjeanie,JDPNfG-Z4L6GvbwlI6_Sgg,40.73124,-73.9888,10003,5.0
Canal Lighting and Parts,pxllxZZWyoeivA8T-El6sw,40.72011,-74.00256,10013,4.5
The Regent - Glenwood,UAMwaSPn0W3NGsXXeFLOXQ,40.7697983,-73.9838562,10023,2.5
212-PAINTER,1Twx6y6LVm2woUH_jZYlPQ,40.7445902,-73.9876109,10001,5.0
Larry The Painter,dbNYLm8bUXMuPhAPcQ46Xw,40.72514,-73.80275,11366,5.0
City Soundproofing,2zTSKRbsShzGPM-IRV6d1A,40.75301,-73.99582,10001,5.0
Danik Electrical,yKZY5cNbiYGufLvxXGSAeA,40.59969,-73.99923,11214,5.0
The Junction Group,l7AXBzpaQenjHtvt3j1Mwg,40.68639,-73.95001,11216,4.5
Horizon House,LuB5EgwJWo6aqwkugOv5nQ,40.8392,-73.97346,07024,3.5
Mark Greenberg Real Estate Company,-rhVFJqxwDt8FjQdAsqLJg,40.7608,-73.97326,10022,1.0
Residential Hunters,n6Y_C7FB6ql2Mw80lIjxxA,40.7431016405718,-73.9934090450604,10011,5.0
Great Neck Maids,OF6sNE_rJ9p42hFn2b740w,40.78696,-73.7274,11021,4.0
Gamo Realty,Cy_xGCO9k1jmgNeg1AUegw,40.766039,-73.986792,10036,1.0
RiverTrace,S9SzLMErW6jbfZha831HdA,40.7835692,-74.0039337,07093,3.5
The VIP Team - COMPASS,O0NfjbgDooY5bk7qizmTLw,40.739291,-74.041095,07030,5.0
DV Locksmith & Hardware,g9NGFMz5dcp1JwQe-OlnjQ,40.768526,-73.92426,11102,5.0
Diana Tian - Coldwell Banker Residential Brokerage,0SJzgGqOWkAyaPxJq-N5cw,40.720566125336234,-74.0436676,07302,5.0
S & S Handyman,DssF0B2hl7NjE_4GsX6ERA,40.757913,-73.9907,10036,5.0
B'Way Apartments,InTD8gX8M38JRg44sSygTg,40.69799,-73.92797,11221,2.5
Highline Residential,t6NQTkfX06vUrwP0W06rxQ,40.75501,-73.92497,11106,4.0
Annette Akers - Serhant,Wpr0mO71cK6yiUphaImdgQ,40.72356602236189,-74.00304105576897,10016,5.0
Metropolitan & Waterfront Residential Brokerage,e-clmnEWcVwHKojBMczPfw,40.7265453,-74.0331859,07310,1.0
Castle Braid,0JW8nbWOOZytSb1wBlouXQ,40.6995162963867,-73.9291152954102,11206,2.5
4 Points Properties,D0mcI8PIbCxbk-5bZ0JU-A,40.7190816,-74.0090777,10013,4.5
Avalon at Edgewater,-1EVwBXVsw2lbc66GRuVtQ,40.8205489587263,-73.9779873602982,07020,2.5
Shabir Ahmad - The Corcoran Group,WD_98tjiekrSMGUfkTb-vA,40.6961241,-73.9970126,11201,4.5
Robin Pollisky,MU-7EqOgSpZDZ_mxjqP0kg,40.71559,-73.99018,10002,5.0
Oakes Pond At Bloomfield,Fvgx69TuT7MgOTdr8eqfrw,40.8014313,-74.1882345,07003,3.5
Park Bayonne,juEhZCBkqPXgY0dlksUdmg,40.681805479799,-74.11122354037138,07002,3.0
Ridgewood Collective,7jUSxaR7uoefCMsr37FGcg,40.6953092,-73.9107336,11237,5.0
3 Journal Square Apartments,SDcRnYpqZhseRRIJPFfBWg,40.733935184075236,-74.064115,07306,4.0
TF Cornerstone,PrNhW5z-61NtsGHrCxOE_w,40.7454362377016,-73.941764831543,11109,3.5
Susan Chan Real Estate,mgwX8cv9h59ukLarvLbxQA,40.759765625,-73.9879684448242,10036,5.0
NYKB,fC_v__pFJupIo8k7dVjPsg,40.7432022431192,-73.98984075159,10010,4.0
The Somerset Luxury Apartments - Glenwood,gwqUOa_7bUhaUeRfFxc-IQ,40.76741,-73.953895,10021,2.5
Hollingsworth,enG9PJrx91BdbmVxLumaUg,40.75148,-73.98611,10018,5.0
Premier Metro Realty,aFfPz74vcwq3kfoVzuRMWw,40.6773043,-73.9937431,11231,3.5
Arta Restoration,raTzCe-LoOp7_2TZpAWZbQ,40.7173712,-73.8160145,11435,5.0
Teachers Village - Newark,uPpOmAx6uKqxhJTNGFL21g,40.73407333,-74.17463167,07102,4.5
Madox Apartments,TQmbeZlzDVW7KrOQZ3Sa9A,40.71384,-74.04094,07032,5.0
Domain Properties,ces7Qc7-2vg_Bw6pWnoF6w,40.7487799,-73.98718,10001,2.0
Airnizer,-8ppjMG0cNr1YSooG8ivtA,40.7477797,-73.9559199,11109,5.0
MidCiti Interiors Wallpaper Installation,CwpPJAi2CHbI35W_6wnzow,40.76149,-73.99138,10036,5.0
Lexington Painting,Exx-dTaqoVzLkp9-FQ2hjg,40.7455172671247,-73.9806055650115,10016,5.0
Yan Lee - Brooklyn Heights Real Estate,mY3d7bYmwjS1vEHKn4W7Xg,40.6943,-73.99294,11201,5.0
Perfect Strangers of NYC,75F6ltvLr2z342RyZ-72zA,40.7465981290851,-73.9973219470215,10001,4.5
The Art of Tint,2ckEegkaInFJLV6oyK3vFw,40.677499550147104,-73.99621309999999,11231,5.0
Evergreen Realty,h1BRgF6j9Vz5x8vUUxlH7Q,40.692608,-73.926989,11221,4.0
CNYC,FEMGwqmUsoea-jh0kWpqIg,40.77574,-73.98026,10023,5.0
Water's Edge,i5g_BFgSf9tukZDzleHO-g,40.743546,-74.162392,07029,2.5
Chesterfields NYC,z5Xi9liNewjlv7vj0L2OLw,40.743432,-73.999842,10011,5.0
Galaxy Towers Condominium Association,phmYL9Qpmaz1F45Ht7DexQ,40.7914511114359,-74.0004502236843,07093,3.5
The Meurice - WAM Partners,91MJEhw9EnUVkpmjuG7Rmg,40.765807,-73.978095,10019,5.0
Kingsbridge Arms,z1jTSrYzpnkOExpvNIlrpA,40.874511,-73.902923,10463,5.0
295 Central Park West,rc_QsP0VLQXaJoBHWEEHHQ,40.78778,-73.96791,10024,3.5
The Apthorp,BomXBiD-7g2RaWQwYM2ygA,40.7837699,-73.98134,10024,3.5
Crown Gardens Housing Corporation,YQ-LJEtx5UV0wsyu5aZWhw,40.667195096612,-73.950322419405,11225,3.0
Briar Oaks,jVRK4DAynZk0Mat1hWvSlA,40.89139,-73.9093,10471,5.0
Start to Finish Organizing,-IVKi60d2JEG-df_JWyH6w,37.79893302468088,-122.39835868708793,94111,3.5
The Opal,6xtxwlpoXUEnTH4B_GRNtA,40.725122,-73.812731,11367,1.5
Bartunek Hardware,JUDzfXIwQWNaf71wfbmbyA,40.77554,-73.91406,11105,4.0
1 Day Window Treatments,cxeEFosokyTUUoxHhvjTfw,40.76615,-73.99179,10019,5.0
The Brooklyn Zinc,uBKVSaC2Hghq27xxW8bZWg,40.678116,-73.96472,11238,5.0
Smith Woodward Plaza,ZEfUESfykKBWrvyZa9YHrQ,40.67939,-73.9342999,11213,1.0
Mary Kae Higgins - Coldwell Banker Reliable,3W_UNwqCF_D63O_D8cvN2A,40.629814,-74.0228163,11209,3.5
Esplanade Gardens,hWqw9v3jK9hj_kP30pG7tA,40.823448,-73.9374596,10039,4.0
Riverbank,TYWnnF-BS5JiOks2S-X0fA,40.761242,-73.9977809,10036,2.0
Gentry Apartments,r40XdhVT1Sh27n1EsxmwJg,40.65402,-73.94849,11226,1.0
Curtis Chance Realty,KynSlFLCT3UZGEPp6yQQow,40.637883,-73.953373,11210,1.0
Roomeze,JhEQvtWOZ6oN51d6mJq54Q,40.67476,-73.963454,11238,3.5
Aaron Mazor - Town Real Estate,NssvykqtGk_GYGg4H2hVyw,40.7223881,-74.0036039,10013,5.0
Aquablu,viVwk-FqtPKWc52IukjjUg,40.7303,-74.03143,07310,2.5
Pullover,OW8uKh22it8fdRlIUhfkJg,40.71424,-74.00642,10079,4.0
Billiard Factory Lofts,GE6pxOVN_xOdMEgMFvwL9A,40.67685,-73.96439,11238,4.0
Cliff View Gardens,jutWTP4OKHUITIPhXdVgVw,40.8496742248535,-74.0780868530273,07075,5.0
10 East End Avenue,UBtNyb0OIxQLmY9qP_ggrA,40.77108,-73.948189,10075,2.5
Secur-A-Door,h9Royp1Vv7LIAJU4AXWT8g,40.721091,-73.910324,11378,5.0
The Classic Kew Gardens,dliL48al-B_8YrerBG93KQ,40.7094803,-73.8272934,11415,2.0
Goodbye Clutter,1NMHY0oScOzu4fwbCP7cGw,40.78332,-73.95644,10128,5.0
Cobalt Lofts,LSqX5mypbhUNHML_NaYLmQ,40.735705,-74.15283,07029,2.5
37 Wall Street,zRIsxwGvkT9TqNgxpNOL4g,40.70658,-74.01003,10005,1.5
New York Dwellings,MipL5X9F0Fn7ogfNToW0GA,40.671867,-73.983711,11215,5.0
Goldin Management,uVH2E7zOygCw_18oVPQe8g,40.6748,-73.97171,11217,2.0
Dugald Loughnan - Brown Harris Stevens,fjo7gpInZwbOzcBhNjpeNQ,40.73377,-73.99115,10003,5.0
Studio 19 WoodWorks,S4RV74U0IS5kufHPRF9BKA,40.64561811721127,-74.02391256653566,11220,4.5
Cityami,Eh8tS1bJRvK9d5QIWvHvBQ,40.720087,-74.000892,10013,5.0
Joelle Chilazi Group Compass Jersey City - Hoboken,flK_ek_s_f_gY1AuNCEq6w,40.716918,-74.035274,07302,5.0
Sasha A Gurevich - EXP Realty,yZk-HzxMNQa4WEW76n_vzw,40.70256833,-73.99504167,11201,5.0
Kate Spiro Interior Design,-c-gpHMqGIS11Cc9lNE-Og,40.6967,-73.99003,11201,5.0
AIRE,I6shDnUn_ma9Mu_b2TirFA,40.7755682436738,-73.9844956873014,10023,3.0
Milstein Properties -4,YRNtJlwPMpx7GnumdOmpkg,40.7707672119141,-73.981575012207,10023,1.0
Corniche,m0AzsST-SfO-K7EPTQDQAQ,40.77854,-73.9508199,10128,5.0
Citi Habitats,SCaPIQTO_jcyzuTnMjgBnA,40.72729,-73.99539,10012,4.0
The Rivington Apartments,xnDIxiKrQOlWlKLYskShMA,40.7519667,-74.0325368,07030,4.0
Dyno Moving,oLeRKgLaHE4km3c8QIfNrg,40.704796,-74.007281,10005,5.0
The Aldyn,LCEUAzTKiPKebzRpdC37DQ,40.7745737,-73.9909786,10069,3.5
Penny Lane Owners Corporation,Ri9_zgVeh8m34lCQ0VzExg,40.73937,-73.98209,10010,4.0
Resource Furniture,9DVXbMYDWj_4OsujHRBbAQ,40.7607444,-73.9669261,10022,4.0
Perfect Sublet,uVelxKXZjQbE1YizPiTInw,40.7488409,-73.9871375,10001,4.5
Bright Movers,7jbn6lr-0eMq7a-foPxeng,40.72459192184996,-73.97467154049251,10009,4.5
mem property management,bNn4eT3nFy9WGdS-W5BPhQ,40.848497,-74.012513,07660,4.0
The Capri,o23aRQ-JzXTW1Y8eUwyIlw,40.84456,-73.910702,10457,5.0
Helmuth Pellegrino Team at The Corcoran Group,oEwSq9yKCFmxL43dkJxC5g,40.72285,-73.99878,10012,5.0
LL Real Estate Services,6stKdSMHGVkD4B10AJ4pBQ,40.70721,-74.01748,10280,5.0
Jeff Putterman - Beaudoin Realty Group,c-ngU4TS62fv9P25Pt8_qA,40.7495201,-73.8877127,11372,5.0
North Queensview Homes,0_7gd_XvWd8XvYQ5XRTryQ,40.7641594,-73.93481,11106,5.0
The Palisades,MfbDDM5irsun1TB0gLFzFQ,40.84765,-73.966198,07024,2.5
51st-52nd St Tenants Corporation,NEfmqQFAU4TaRd5X-RYQjQ,40.7475662231445,-73.9125518798828,11377,1.0
Obsessive Cleaning,DvRfghf-pHOcu6NeSbGjOQ,40.761187,-73.972631,10022,5.0
Marcos+Bruno Tile Replacement,ogUWJL8zR2LCHJhptOY_8w,40.66743469238281,-73.98274993896484,11215,5.0
P W V Management,bS0g8ttI0htOwNQSeWliBQ,40.7946664094925,-73.9662728458643,10025,1.0
Carnegie Management,9ln_jGoCgcu99T2W0o6TpQ,40.7050528,-73.9492603,11206,3.0
Organized by Nina,IQQgZdXoPtERuD1IG6w6ww,40.7141,-74.00949,10007,5.0
Home Solutions,5RNQJes3rOIhtswtM7bEGA,40.792271,-73.966105,10025,5.0
243 West End Owners,iUC2XBiGTxKD9OIgeZl9Sw,40.77938,-73.985107,10023,5.0
Ben Bay Realty Co,weU74MRoEUQes7ZaKqryLQ,40.615812,-74.012516,11228,2.5
Jonathan Caldwell Noh,arKcv9E7TnxeC9G9eQRNJw,40.69468406018,-73.98992140141007,11201,5.0
One William,qybx_m7zuV9tht4189znlQ,40.89416,-73.97791,07631,5.0
The Centria,rTV54luE23p-iWbOYu3ozQ,40.75754,-73.97932,10036,3.0
Astoria at Hallet's Cove,dphYqlntzVtj8brPyMj4kA,40.7675705,-73.9350967,11106,2.5
Arid Basement Waterproofing,BsUsra-r_AqWcB4cipXehw,40.9890116,-74.0959518,07450,5.0
Jonis Realty,TFErYlA5yd5_Mm9pn8BFNg,40.7296454475641,-73.9871156006691,10003,3.5
Quinn Ferree - Compass,ddtlW_JQb4lZlyI_wgfAOg,40.737636,-73.9929658,10011,5.0
American Dream Real Estate,zRXS_8mwQFxUIVyeyO7otg,40.7465886,-73.9002912,11377,1.0
David Wolff - Compass Real Estate,TFQWPvXbF8jZ_cz3q1vkpw,40.678189,-73.944116,11216,1.0
Adam Miller - Compass,1YZFW2NLm3baWBs4eT8FFA,40.736366,-73.993751,10011,5.0
The Van Dorn - WAM Partners,WY1ZUHVuhGEUmuKNC2oICw,40.765511,-73.978508,10019,4.0
Riva Pointe Developement,fCFfOu8QGe8ClCQ3XVC9wQ,40.7582922,-74.0253654,07086,3.5
The Wave,yyArWKy0BfYYk6GDjXg0bw,40.7183991,-73.963233,11249,1.5
SC Management Company,8HFfGoGrBVTocVM9_mN1Vw,40.76337,-73.97451,10019,2.0
Baby Bodyguards,RN4dOq_OiViRlqgm2fvHfQ,40.61681,-73.93217,11234,4.5
Mulberry South,vfT7lfwGb4R0vcwG7YPJpA,40.72509,-73.994415,10012,1.5
LoHo Realty,wA034kkLTuBji5gZSiuzuA,40.713875,-73.980049,10002,4.0
Golden Touch Realty & Management,kxHSBPmduggVkI8wjW2GGQ,40.7466756,-73.8902686,11373,1.5
Naked Apartments,tANtfg_DX8JvUb92xf5qNA,40.7386054796819,-73.991626503305,10011,3.5
Waterside Village,HyJclC7fOx4p_9_6PproaQ,40.8546223,-74.0334507,07643,4.5
Carroll Group Residential,bDKSVTtYhgOH12myD1kUSQ,40.7528266906738,-73.9783096313477,10017,3.5
210-220 East 22nd Street,6mjWTPGE7OdadahwxtRPrg,40.73779800915456,-73.9831407,10010,1.0
River Hill Gardens,jjhv_34nNSOwB9AO6AzC1A,40.85705,-73.91653,10453,4.5
360 West 43rd Street,Aqdvbqgkla7E1lKypudf1A,40.758682,-73.991605,10036,3.0
Dwelling Group Real Estate,DnxNu3Pddh2f33J5p8WLLw,40.63179,-74.0297,11209,1.0
MBD Properties LLC,Y-CGsZnYv-qMF5-F8EZFBg,40.778665,-73.954749,10028,4.5
Emma James,fVml8IZPiZns9KOJ-Fwv4w,40.68025,-73.94463,11216,5.0
Cut The Clutter,VoIN4QUnYz1F5EeIFGtDPw,40.78247,-73.9508,10128,5.0
Larstrand,cTWtkP8UXs0jLAOuIfW1uw,40.7827197299092,-73.980425919848,10024,2.5
Anchor Associates Group,h3bPybkAVOkG_8N54Ci26g,40.7603855732115,-73.96813791748362,10022,4.5
CitiQuiet Soundproof Windows,Bkh7YfNH-Nm2LdEtYW7HhQ,40.7840436287196,-73.9685781603241,11101,4.5
511A Greene Realty,5FkYiOSfxgUdpVXZG4RuZA,40.70669,-73.96064,11211,1.0
Troy Towers,IEjSh-DgKJT5e-WDWGuR1g,40.7903499,-74.19882,07003,2.0
Amighini Architectural,X_jd9FxeXt2jBtiKS9ufHg,40.739915,-74.06085,07306,3.5
Beatriz Vargas- The Corcoran Group,NrjkmuTQ6VXQ7fBXK_oAlw,40.68721,-73.97591,11217,5.0
Argo Residential,cKxzHTQ3zb9ER7Hdodmxeg,40.738739,-73.994763,10011,5.0
Joe Comfort Photography,uXKy_AqQRAKkSwt-VD_uCQ,40.723869,-74.070461,07304,5.0
The Harrison,zlS-ednxkLfuwsnG0849eA,40.7815222593631,-73.9802232035149,10023,1.0
Abacus Properties,COtN1isf8dKXj_qU0KcffA,40.6387684,-73.9725656,11226,4.0
Citizens International Realty,Yn8j22GLXK5IrEDsWyky2g,40.6453,-73.94824,11226,2.5
LevinChang Team - Keller Williams,OvDb10mjQTQbazSyxAQkGQ,40.718074,-74.003486,10013,5.0
Eden Rock Owners,mxNPe5V_pvd2dW_tfeCCBA,40.71336,-73.81638,11435,2.5
Mr. Handy NYC,9npImwO3Q67L-Sq2kToypw,40.7422769,-73.9066801,11377,4.5
Military Park Building,oe5ofETn-H_fyf3STO050w,40.73836,-74.16914,07102,4.0
140 Riverside Boulevard Apartments,WRIzv16hVKyfaAvr8i7tVA,40.7771589,-73.9889543,10069,3.5
Murray Hill Mews,OJSLn5leA0i-Fm9rTJRSIg,40.74826,-73.97669,10016,5.0
Star Cities Management,edMBhlP_LXf4RElNGikKxA,40.7246061,-73.9996645,10012,3.5
Balsam Village,fbrPIbclXuxDmz5wwxJ_bg,40.673969,-73.848709,11417,3.0
Liberty Harbor,l_k9A2OaRY1TuB1bp__7tQ,40.7162192,-74.0470641,07304,3.5
E & Jeryg Management Company,6PJ4gLTXZmrkC84IsVN0Ug,40.64297,-73.97851,11218,1.0
Valet at One Carnegie Hill,TpUWJ1RiDBAwt9epIAdP6Q,40.785185,-73.947418,10128,1.0
The Brownstones at Englewood South,TnhDjfzv0rmAtjiMYvaX3Q,40.8828603,-73.9912177550781,07631,3.5
Tabak Real Estate,twlVMtYWdUI6zn3qQP2ZeQ,40.716308,-74.009941,10013,4.0
Suzanne Remy Colton-Platinum Properties,q0sbKkGYVuOFMew-4nkS_A,40.707095,-74.010088,10005,5.0
Piece of Cake Moving & Storage,N2SYoOuodQ3Oigafe0-GNw,40.7395643,-73.9862545,10010,5.0
Swoon Spaces,ROXHzw_rfG7gkXl9sPUfYw,40.78273,-73.95143,10128,5.0
Cast Iron Lofts,hx4mvEV_iN6d2elC-k3Dzw,40.734613,-74.044656,07310,3.0
Liberty Terrace,zSMrfGp0xtYcXVj0Nkn3_A,40.8313463,-74.0955802,07073,4.0
The Opera Apartments,IjJYoNC6X5Vx1Q6Gn21_Ew,40.7819,-73.98072,10024,4.0
Jonathan Abbou - Village Broker,87BtpajNnUcsNacCgVwqmw,40.735,-74.00648,10014,5.0
Hitchingham Electric,c6AlbaLX9nDjO4giYPfsKg,40.727988,-73.981201,10009,5.0
Wood Flooring Masters,fVbcaUeCMNwtr95UWu25Ow,40.75564,-73.971368,10022,5.0
Tiles Unlimited,VKt-pM6gXubWQiR8PLAaKQ,40.70900565313128,-73.86376641507876,11385,5.0
Third & Valley,cLk-tfQsYHKph-b-6rbixA,40.74334032770745,-74.26137866074608,07079,4.5
Archview Flats,LL0INAQo4G0OaoetrTpfng,40.655214,-74.135523,07002,1.0
The Manor at Totowa,6KphI7oyZjqJPy2uNNUp7Q,40.90203857421875,-74.22195434570312,07512,5.0
Renegade New York,tmzqwXxo0IM6Pp0A6g5Vgg,40.7049499,-73.92847,11237,4.5
Paramount Tower Luxury Apartments - Glenwood,Aag8_w-Es3-IxGhabNNMFA,40.7479362487793,-73.9746932983398,10016,3.0
Susman Realty,Y0NACnoo2T8Y7ebt3Lfr1w,40.81644,-73.91809,10455,2.0
Aleph Living,BWNmQ2jEUFtdj4O1ea5Ogg,40.759624,-73.978733,10111,2.5
Go Green,Nm-0sh-R7tyH1nhli0lHag,40.6859,-73.98172,11217,4.0
The Corcoran Group - Brooklyn Heights,NrT73vec8Ye9lmJrjiq1bg,40.6951099,-73.9911132,11201,4.0
Real Renos,FLCa6ybtXbBMUmP2iCb5GA,40.7501421,-73.9782738,10016,5.0
1st Premier Realty Network,i6WSiB-Tcm8EZwuBSzA0qg,40.623111,-74.031501,11209,3.5
118 Fulton Street,EcX6DZB4LCF90SYgbTYurQ,40.70997,-74.00742,10038,1.0
Habitat,h8srwfFWAWsBWPDh9G-oEg,40.74261,-73.98083,10016,1.5
New City Management,NhnfRh8Mbv5EcH0LJNTSoQ,40.86988,-73.91612,10034,1.0
Landlord Management,LHQtahX2wFNeZpGjZMJfiQ,40.69278,-73.99127,11201,5.0
Delta Properties Usa Incorporated,RdJHbuFH-E8dNSYdCBMOKw,40.63357,-74.08622,10301,4.5
Piere Michel,APr8Ab1UaFmyt9y7zzukAQ,40.7077951,-74.0074731,10038,5.0
Cosmopolitan Condominium,_r3-Tq4R23OlgIlTAuynmA,40.75507,-73.97244,10017,4.0
Saldo Properties,xnMxcNXMqQVG8H4vn-yuOA,40.7704315185547,-73.9528427124023,10021,5.0
River Club at Hudson Park Apartments,18FHmxJZoNJU7ubE64j9eQ,40.937115,-73.902456,10701,3.0
Bridge Suites,YUqLwTj5VzwoNhs4Viq3YQ,40.7604678780427,-73.962062597801,10022,3.5
Faisal Masoud - Highline Residential,5HcDoVm9-04cqe3Ch8AvLg,40.68088,-73.93743,11233,5.0
Riverfront at Cranford Station,H6RD9demyplByHDOUcIcNQ,40.654169,-74.301901,07016,3.5
Peace of Mind Realty,etgUfk3DH8IIyvtPZZelsw,40.68587,-73.92346,11221,5.0
Olympic City Real Estate,oBr7G3zNDoBoBi81JOIv9w,40.742466,-73.918688,11104,3.0
225 Grand,rRYBYUsh5gVZiC6SLoEgtQ,40.7154361143198,-74.0431223967896,07302,3.5
Jonathan Barsness - Interior Painting,HI8hnurK6vrppY3dkozTMw,40.6705627,-73.9861784,11215,5.0
PropertyBook NYC,MwMM0e2P3lHuOWQi7ZjlWg,40.70793,-73.830627,11415,4.5
Sylvia Dimova - The Corcoran Group,ty2rJi_XaPZSJk91cXxMcQ,40.69472,-73.99447,11201,4.5
Fourth Housing Co,PmnNAS8Ue9-bZqtMkZfN_g,40.73404,-73.8075713,11365,4.0
Gotham Properties Real Estate,H-1xVIHCrTvy8UA7_Jw82w,40.6597216713745,-73.9506789999804,11225,5.0
Urban Spaces Realty Group,R_XHwu2hYZ-UVX2F3Rp-Fw,40.6485315,-73.9991747,11232,4.0
Scenic Hill Condominium Association,hybh-D0owarA8iII1VEBnA,40.7607888,-74.2968458,07052,4.0
DoortoDoor Realty,ktploRJgEzYKyX4z8TH3dQ,40.6412199,-74.07604,10301,1.5
Mr Maid NY,allESdiEKnqyBPdzGQzZFg,40.7190963,-73.9561158,11249,4.5
City Apartment Group,g0Rcj56SN1hibqaec5JJrA,40.74595,-73.98287,10016,3.5
Gantry Park Landing,rrebqoV-Psym9wJeFdu2OA,40.743337,-73.9579717,11101,4.0
Chelsea Lane Apartments Management Office,FUhQfsrV48Yfzcj0OwPBGA,40.737642,-73.993685,10011,1.0
Wall 2 Wall NY,XQM5EZcCEiC54421eIG65g,40.7518,-73.98913,10018,4.0
Ny Steamers,tXa0GLNviGFdEruG_ywl1w,40.7637495,-73.9846917,10019,5.0
Century 21,JXwoItr0fXBGc_MNpXfSuA,40.74532,-73.88864,11373,2.5
Avalon Rockville Centre,DOZyfMUUF3qTYwvEqHvC-A,40.659559,-73.650428,11570,3.0
Marine Park Apartments,4iaWuGz_-56NfzdrZjLpiw,40.6080818,-73.9393311,11229,3.0
Jabour Realty Co,sWyMgA5ayKPRpjlOObSAEw,40.622646,-74.031723,11209,4.5
Empire One Realty,6pBYikP_JlVyX0zDtYKEMQ,40.7073195,-73.9627006,11211,4.0
305 East 40 St,sHvJaKT-3e0pPpvaWbUmcg,40.7485902642301,-73.972747,10016,5.0
Linden Hill No 2 Company-Op Corporation,MuA0Lf3S1w3g51lVJZV45Q,40.774659,-73.84317,11354,4.0
Zara Realty,5Eb9r80auZZpOcFMqfgoeg,40.7096923,-73.796265,11432,2.0
Brooklyn Connect,03BG9tOQrEEgQg7pbZn4Jg,40.672951,-73.9536789,11216,3.5
FENWICK KEATS Real Estate,eOen07tnGJWPUHpuPFGjaA,40.7436295,-73.9835739,10016,3.0
Murray Hill Manor,u7EWLFyVqYmxDCQ-V2dPqQ,40.74547,-73.97867,10016,3.0
The Maestro Group,8HhEb5RZHulnZalhqlo7WA,40.79758,-73.93386,10035,1.0
65 Bay Street,HqDAulNn4YvjVfIVqex74g,40.71979,-74.03619,07302,3.0
Flatbush Patio,NO9FsyA-it49Ts2Gk9uZQQ,40.659442,-73.961219,11225,2.5
City Zen Painting,wZeb7bSeoS1c0HIe5-a9mA,40.76615,-73.98749,10019,5.0
Boost Management,HBDcZswkUKOE0UfSgtL11g,40.705372,-73.918458,11237,4.5
